x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Amit Kumar,"79,217",49.0%,Indian National Congress
2,2,Moti Lal Prasad,"56,361",34.8%,Bharatiya Janta Party
3,3,Atul Bihari Mishra,"4,262",2.6%,Communist Party Of India
4,4,Braj Mohan Kumar,"3,358",2.1%,Independent
5,5,Priyatam Paswan,"2,743",1.7%,Independent
6,6,Umesh Sah,"2,635",1.6%,Bahujan Samaj Party
7,7,Sada Babu Singh,"2,613",1.6%,Independent
8,8,Rambabu Sah,"1,488",0.9%,Nationalist Congress Party
9,9,Devdhari Nishad,"1,305",0.8%,Independent
10,10,Thakur Chandan Kumar Singh,"1,240",0.8%,Independent
11,11,Randhir Kumar,"1,009",0.6%,Independent
12,12,Tajuddin Haidar Khan,974,0.6%,Samajwadi Party
13,13,Md. Abbas Sekh,796,0.5%,Independent
14,14,Ram Naresh Sah,636,0.4%,Garib Janta Dal (Secular)
15,15,Rajan Kumar,570,0.4%,Rajnaitik Vikalp Party
16,16,Gonaur Das,555,0.3%,Loktantrik Sarvjan Samaj Party
17,17,Ram Vilas Baitha,500,0.3%,Proutist Bloc India
18,18,Prem Ranjan Kumar Singh,401,0.3%,Bhartiya Jan Hitkari Party
