x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sudama Prasad,"44,050",28.8%,Communist Party Of India (Marxist-Leninist) (Liberation)
2,2,Gita Pandey,"43,778",28.6%,Lok Jan Shakti Party
3,3,Akhilesh Prasad Singh,"40,957",26.8%,Indian National Congress
4,4,Lal Bihari Singh,"7,832",5.1%,Independent
5,5,Vijay Singh,"2,736",1.8%,Independent
6,6,Sanjay Rai,"2,425",1.6%,Shiv Sena
7,7,Shri Bhagwan Singh,"1,391",0.9%,Sarvajan Kalyan Loktantrik Party
8,8,Kumar Indubhushan,"1,136",0.7%,Samajwadi Party
9,9,Ramakant Bhagat,953,0.6%,Independent
10,10,Ajit Roy,890,0.6%,Independent
11,11,Anil Kumar,869,0.6%,Gareeb Aadmi Party
12,12,Kameshwar Singh,863,0.6%,Bahujan Samaj Party
13,13,Nand Kishor Singh,670,0.4%,Bahujan Mukti Party
14,14,Ravish Tiwari,594,0.4%,Independent
