x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Faiyaz Ahmad,"70,975",44.4%,Rashtriya Janata Dal
2,2,Manoj Kumar Yadav (BHOJ PANDAUL),"35,650",22.3%,Rashtriya Lok Samta Party
3,3,Hari Bhushan Thakur ''bachaul'',"25,796",16.1%,Independent
4,4,Mithilesh Kumar Jha,"9,309",5.8%,Communist Party Of India
5,5,Maheshwar Prasad Chaudhary,"3,389",2.1%,Independent
6,6,Prem Shanker Jha,"2,701",1.7%,Independent
7,7,Chameli Devi,"2,271",1.4%,Bahujan Samaj Party
8,8,Anil Kumar Singh,"1,754",1.1%,Independent
9,9,Alpana Kumari,"1,375",0.9%,Shiv Sena
10,10,Faiz Ahmad,"1,198",0.8%,Akhil Bhartiya Mithila Party
11,11,Dhaneshwar Mahto,984,0.6%,Bhartiya Mitra Party
12,12,Manoj Kumar Yadav (PARADIH),836,0.5%,Garib Janta Dal (Secular)
13,13,Md. Ausaf,622,0.4%,Samajwadi Party
14,14,Parwez Hassan,610,0.4%,Janta Dal Rashtravadi
15,15,Ashok Kumar Roy,442,0.3%,National Janta Party (Indian)
16,16,Gulab Kumar Sah,389,0.2%,Bahujan Mukti Party
