x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Subedar Das,"66,631",51.2%,Rashtriya Janata Dal
2,2,Jitan Ram Manjhi,"39,854",30.6%,Hindustani Awam Morcha (Secular)
3,3,Dhananjay Kishor,"4,705",3.6%,Communist Party Of India (Marxist-Leninist) (Liberation)
4,4,Kunjan Kumar,"2,196",1.7%,Rastriya Sadabahar Party
5,5,Ramanuj Paswan,"2,178",1.7%,Naya Daur Party
6,6,Mritunjay Paswan,"2,045",1.6%,Bahujan Samaj Party
7,7,Arun Kumar,"1,843",1.4%,Bharatiya Inqalab Party
8,8,Kusum Devi,"1,375",1.1%,Samras Samaj Party
9,9,Komal Paswan,"1,366",1.1%,Samajwadi Party
10,10,Awadh Paswan,"1,300",1.0%,Rashtriya Jan Jan Party
11,11,Parmanand Paswan,"1,282",1.0%,Republican Party Of India
12,12,Naresh Chaudhri,"1,052",0.8%,Bahujan Mukti Party
13,13,Asha Devi,880,0.7%,Garib Janta Dal (Secular)
