x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Tej Pratap Yadav,"66,927",43.3%,Rashtriya Janata Dal
2,2,Ravindra Ray,"38,772",25.1%,Hindustani Awam Morcha (Secular)
3,3,Binod Kumar,"15,578",10.1%,Independent
4,4,Jageshwar Ray,"3,961",2.6%,Jan Adhikar Party (Loktantrik)
5,5,Rizwanul Azam,"3,189",2.1%,Janta Dal Rashtravadi
6,6,Reyaz Ahmad,"2,624",1.7%,Social Democratic Party Of India
7,7,Vishwanath Ray Viplavi,"1,898",1.2%,Communist Party Of India
8,8,Ashoke Krantti,"1,814",1.2%,Bahujan Samaj Party
9,9,Satyanarayan Sharma,"1,625",1.1%,Bhartiya Dalit Party
10,10,Surjit Kumar,"1,580",1.0%,Independent
11,11,Mohammad Alam,"1,399",0.9%,Aap Aur Hum Party
12,12,Lalit Kumar Ghosh,"1,351",0.9%,Socialist Unity Centre Of India (COMMUNIST)
13,13,Manoj Kumar,"1,266",0.8%,Janta Raj Vikas Party
14,14,Ratnesh Kumar Singh,"1,119",0.7%,Kisan Shakti Jantantrik Party
15,15,Ratnesh Kumar,"1,110",0.7%,Bharatiya Momin Front
16,16,Dr. Suman Sinha,919,0.6%,Gareeb Aadmi Party
17,17,Amar Kant Sah,908,0.6%,Rashtriya Pragati Party
18,18,Arbind Kumar Singh,809,0.5%,Independent
19,19,Nilofar Malika,706,0.5%,National Janta Party (Indian)
20,20,Deenanath Sahni,661,0.4%,Sarvajan Kalyan Loktantrik Party
21,21,Arun Kumar,656,0.4%,Independent
22,22,Baidhyanath Prasad Ray,629,0.4%,Independent
23,23,Mithilesh Kumar Singh,624,0.4%,Independent
24,24,Panna Lal Sahni,574,0.4%,Independent
25,25,Jaynarayan Sah,479,0.3%,Bajjikanchal Vikas Party
26,26,Arvind Kumar Singh,450,0.3%,Independent
27,27,Pramod  Kumar,442,0.3%,Bahujan Mukti Party
28,28,Uma Shankar Nirala,423,0.3%,Independent
