x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Tejashwi Prasad Yadav,"91,236",49.2%,Rashtriya Janata Dal
2,2,Satish Kumar,"68,503",36.9%,Bharatiya Janta Party
3,3,Rakesh Raushan,"5,220",2.8%,Samajwadi Party
4,4,Rizwanul Azam,"4,800",2.6%,Janta Dal Rashtravadi
5,5,Rambabu Bhagat,"2,538",1.4%,Communist Party Of India (Marxist-Leninist) (Liberation)
6,6,Arun Ray,"2,381",1.3%,Independent
7,7,Om Prakash Singh,"1,373",0.7%,Independent
8,8,Suresh Yadav,"1,213",0.7%,Bahujan Samaj Party
9,9,Rajesh Raushan,992,0.5%,Aap Aur Hum Party
10,10,Satish Kumar Singh,962,0.5%,Independent
11,11,Kumar Sameer Raja Yadav,936,0.5%,Jan Adhikar Party (Loktantrik)
12,12,Ram Sawroop Ray,843,0.5%,National Janta Party (Indian)
13,13,Anil Singh,709,0.4%,Shiv Sena
14,14,Umesh Mahto,642,0.4%,Sarvajan Kalyan Loktantrik Party
15,15,Meghnath Paswan,641,0.4%,Independent
16,16,Govind Pandit,400,0.2%,Praja Raj Party
17,17,Akhilesh Kumar,378,0.2%,Gareeb Aadmi Party
18,18,Param Hans Singh,343,0.2%,Akhil Bharat Hindu Mahasabha
19,19,Durga Devi,330,0.2%,Krantikari Vikas Dal
20,20,Yugeshwar Chaurasia,285,0.2%,Rashtriya Samanta Dal
