x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Sanjay Kumar Tiwari Alias Munna Tiwari,"66,527",41.4%,Indian National Congress
2,2,Pradeep Dubey,"56,346",35.1%,Bharatiya Janta Party
3,3,Saroj Kumar Rajbhar,"15,298",9.5%,Bahujan Samaj Party
4,4,Bhagwati Prasad Srivastva,"2,786",1.7%,Communist Party Of India
5,5,Ashok Kumar Singh,"2,491",1.6%,Independent
6,6,Manoj Kumar Singh,"1,738",1.1%,Independent
7,7,Aravind Kumar Pandey,"1,512",0.9%,Independent
8,8,Ramesar Noniya,"1,473",0.9%,Shiv Sena
9,9,Shivji Pandey,"1,352",0.8%,Independent
10,10,Dhirendra Kumar Choudhary,"1,316",0.8%,Communist Party Of India (MARXIST)
11,11,Dr. Shobh Nath Ram Anokha,836,0.5%,Bahujan Mukti Party
12,12,Gorakh Nath Rajbhar,668,0.4%,Independent
13,13,Ajay Kumar Mishra,635,0.4%,Independent
14,14,Baban Singh,598,0.4%,Samras Samaj Party
15,15,Seema Singh,597,0.4%,Independent
16,16,Shivnath Gandhi,554,0.3%,Independent
17,17,Ashwini Kumar Rai,481,0.3%,Aarakshan Virodhi Party
18,18,Umashankar Pandey,460,0.3%,Independent
19,19,Surya Kumar Yadav,440,0.3%,Samajwadi Party
20,20,Sankat Mochchan Pandey,398,0.3%,Independent
21,21,Usha Dubey,378,0.2%,Hind Congress Party
22,22,Dhananjay Kumar Dubey,371,0.2%,Sarvajan Kalyan Loktantrik Party
23,23,Deo Narayan Singh Yadav,371,0.2%,Independent
24,24,Prabhu Nath Yadav,358,0.2%,Independent
25,25,Tafir Husain,335,0.2%,Hindustan Vikas Dal
26,26,Deo Narayan Ojha,330,0.2%,Congress (Secular)
27,27,Nirmala Devi,319,0.2%,Independent
28,28,Mahesh Chaubey,317,0.2%,Independent
29,29,Govind Singh,311,0.2%,Independent
