x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Ram Vishun Singh,"49,020",33.8%,Rashtriya Janata Dal
2,2,Rakesh Raushan,"38,825",26.8%,Rashtriya Lok Samta Party
3,3,Chandradip Singh,"18,154",12.5%,Communist Party Of India (Marxist-Leninist) (Liberation)
4,4,Dinesh Kumar Singh,"9,124",6.3%,Independent
5,5,Kanhaiya Prasad Singh,"6,410",4.4%,Jan Adhikar Party (Loktantrik)
6,6,Uday Shankar Singh,"5,155",3.6%,Samajwadi Party
7,7,Binod Kumar Singh,"3,068",2.1%,Independent
8,8,Anjani Kumar Singh,"1,496",1.0%,Rashtravyapi Janta Party
9,9,Pamod Yadav,"1,440",1.0%,Bahujan Samaj Party
10,10,Gautam Kumar Mehta,"1,394",1.0%,Independent
11,11,Vp  Singh,"1,018",0.7%,Independent
12,12,Birendra Mishra,901,0.6%,Independent
13,13,Niranjan Prasad,899,0.6%,Independent
14,14,Dhananjay Singh,854,0.6%,Sarvajan Kalyan Loktantrik Party
15,15,Vinod Kumar,784,0.5%,Independent
16,16,Hiralal Singh,704,0.5%,Independent
17,17,Laxmi Narayan Ram,696,0.5%,Independent
18,18,Md. Sagheer Ahmad,642,0.4%,Independent
19,19,Hussain Imam,582,0.4%,Bharat Nirman Party
20,20,Jayanti Devi,560,0.4%,Lok Awaz Dal
21,21,Suresh Singh,504,0.4%,Bahujan Mukti Party
22,22,Dinesh Singh,437,0.3%,Bhartiya Deshbhakt Party
