x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Dr Mohammad Jawaid,"66,522",38.8%,Indian National Congress
2,2,Sweety Singh,"57,913",33.8%,Bharatiya Janta Party
3,3,Tasiruddin,"16,440",9.6%,All India Majlis-E-Ittehadul Muslimoon
4,4,Qamrul Hoda,"8,025",4.7%,Nationalist Congress Party
5,5,Trilok Chandra Jain,"4,915",2.9%,Jharkhand Mukti Morcha
6,6,Shyam Nand Gupta,"2,038",1.2%,Communist Party Of India (MARXIST)
7,7,Prahlad Kumar Sarkar,"1,855",1.1%,Independent
8,8,Dhyani Paswan,"1,639",1.0%,Independent
9,9,M.K.Rizvi Alias Nanha Mushtaq,"1,547",0.9%,Jan Adhikar Party (Loktantrik)
10,10,Ajay Kumar Sah,"1,322",0.8%,Bahujan Samaj Party
11,11,Firoz Ahmad,"1,306",0.8%,All India Forward Bloc
12,12,Shiv Shankar Mahto,"1,264",0.7%,Independent
13,13,Chote Lal Mahto,"1,145",0.7%,Independent
14,14,Yunus Alam,993,0.6%,Independent
15,15,Atihar Rahman,935,0.6%,National Target Party
16,16,Abid Alam,679,0.4%,Garib Janta Dal (Secular)
17,17,Rahul Kumar,631,0.4%,Independent
18,18,Moinuddin,552,0.3%,Samajwadi Party
19,19,Sajjad Hussain Akhter,506,0.3%,Indian Union Muslim League
