x,Position,Candidate Name,Votes,Votes %,Party,AC
1,1,Chandrasen Prasad,"66,587",46.4%,Janata Dal (United)
2,2,Birendra Gope,"43,985",30.7%,Bharatiya Janta Party
3,3,Dharmendra Kumar,"4,898",3.4%,Samajwadi Party
4,4,Chandeshwar Prasad Verma,"4,781",3.3%,Independent
5,5,Jayant Prabhakar,"3,139",2.2%,Independent
6,6,Umesh Kumar,"3,014",2.1%,Communist Party Of India (Marxist-Leninist) (Liberation)
7,7,Kunal Paswan,"2,309",1.6%,Independent
8,8,Aslam Husain,"1,981",1.4%,Independent
9,9,Sharda Sinha,"1,964",1.4%,Communist Party Of India
10,10,Raj Kumar Mochi,"1,819",1.3%,Bahujan Samaj Party
11,11,Rajmanti Devi,"1,359",1.0%,Independent
12,12,Sunil Kumar,"1,048",0.7%,Aam Janata Party
13,13,Dinkar Kumar,957,0.7%,Independent
14,14,Sarvoday Brahamachari,560,0.4%,Independent
15,15,Sudama Paswan,552,0.4%,Independent
16,16,Sarita Devi,533,0.4%,Independent
17,17,Ramjee Singh,494,0.3%,Rastriya Sadabahar Party
18,18,Rana Digvijay Singh,475,0.3%,Bharatiya Yuva Party (Democratic)
19,19,Madan Kumar,428,0.3%,Pragatisheel Magahi Samaj
20,20,Abdul Raquib,395,0.3%,Sabjan Party
21,21,Kumar Hari Charan Singh Yadav,394,0.3%,Bharatiya Momin Front
22,22,Yogendra Prasad,334,0.2%,Bharatiya Inqalab Party
