Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Sumitra Mahajan (TAI),854972,400,64.9%,Bharatiya Janta Party
2,Satyanarayan Patel,388071,400,29.5%,Indian National Congress
3,Anil Trivedi,35169,200,2.7%,Aam Aadmi Party
4,Dharamdas Ahirwar,7422,200,0.6%,Bahujan Samaj Party
5,Mohammad Imtiyaz Khan,3862,200,0.3%,Independent
6,Ramchandra Vasaini (RAMA SETH),3725,200,0.3%,Independent
7,Rakesh Kumar Patel,2528,200,0.2%,Independent
8,Praveen Kumar Ajmera Jain,1867,200,0.1%,Independent
9,Parmanand Tolani,1768,200,0.1%,Independent
10,Dr. Neha Sharma,1619,200,0.1%,Samajwadi Party
11,Momd.Tanveer,1576,200,0.1%,Independent
12,Ravi Sirwaiya,1356,200,0.1%,Independent
13,P.T. Jagdish Chandra Bhatt,1352,200,0.1%,Jai Maha Bharath Party
14,Jameela Bi,981,200,0.1%,Independent
15,Shakti Sudha Sharma,740,200,0.1%,Independent
15,Syed Nizam Ahmed,740,200,0.1%,Independent
17,Ghanshyam Chandel,598,200,0.0%,Independent
18,Mamta Bhati,579,200,0.0%,Rashtriya Ahinsa Manch
19,Ajeet Kumar Jain Patwa (DHARTI PAKAD),554,200,0.0%,Independent
20,Santosh Kumar Deen Bandhu,517,200,0.0%,Independent
21,Ramchandr Parmar,477,200,0.0%,Bahujan Mukti Party
22,Harish Sahu,400,200,0.0%,Samata Samadhan Party
