Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Pankaj,471542,600,44.7%,Bharatiya Janta Party
2,Kashi Nath Shukla,231084,600,21.9%,Bahujan Samaj Party
3,Akhilesh,213974,600,20.3%,Samajwadi Party
4,Harsh Vardhan,57193,200,5.4%,Indian National Congress
5,Anil Kumar Shahani,15517,200,1.5%,Independent
6,Tej Pratap,6131,200,0.6%,Independent
7,Shree Akhilesh Kumar,5422,200,0.5%,Apna Dal United Party
8,Kavilas,5195,200,0.5%,Suheldev Bhartiya Samaj Party
9,Ramsamujh,5001,200,0.5%,Swaraj (J)
10,Govind Das,4216,200,0.4%,Independent
11,Dayaram Nishad,4210,200,0.4%,Independent
12,Ajaydhar,4079,200,0.4%,Independent
13,Arat Kharvar,3752,200,0.4%,Bahujan Mukti Party
14,Mummataj,3582,200,0.3%,Peace Party
15,Shivcharan,3455,200,0.3%,Jai Hind Samaj Party
16,Pashupati Nath Gupta,3196,200,0.3%,Aam Aadmi Party
17,Rakesh Kumar Giri,2545,200,0.2%,Independent
18,Vimlesh Tripathi,2339,200,0.2%,Naitik Party
19,Dinanath,2149,200,0.2%,Independent
20,Radheyshyam,1961,200,0.2%,Most Backward Classes Of India
21,Rakesh Kumar Gupta,1828,200,0.2%,Independent
22,Dinesh Kumar,1671,200,0.2%,Independent
23,Mangal Lal,1491,200,0.1%,Lok Dal
