Position,Candidate Name,Votes,MinSample,Votes %,Party
1,Manoj Tiwari,596125,3000,45.3%,Bharatiya Janta Party
2,Anand Kumar,452041,3000,34.3%,Aam Aadmi Party
3,Jai Parkash Agarwal,214792,400,16.3%,Indian National Congress
4,Abdul Sami Salmani,28135,200,2.1%,Bahujan Samaj Party
5,A.K. Aggarwal,3191,200,0.2%,Agrajan Party
6,H.K. Mahendru,2419,200,0.2%,Independent
7,Dan Bahadur Yadav,1921,200,0.1%,Independent
8,Amit Kumar Sharma,1892,200,0.1%,Independent
9,Ali Husan,1695,200,0.1%,Independent
10,Mukesh Kumar Arora,1669,200,0.1%,Independent
11,Dinesh Pal Singh,1263,200,0.1%,Independent
12,Mohd. Hasnan Khan,1257,200,0.1%,J & K National Panthers Party
13,Mohd. Hasnain,879,200,0.1%,Independent
14,Vinay,818,200,0.1%,Bharatiya Sarvodaya Kranti Party
15,Mohd. Arif Siddique,784,200,0.1%,All India Trinamool Congress
16,Roshan Ali,745,200,0.1%,National Loktantrik Party
17,Harsh Kumar,663,200,0.1%,Independent
18,Om Dutt Sharma,658,200,0.0%,Shiv Sena
19,Dharamveer Singh,601,200,0.0%,Rashtriya Ekta Party
20,Prof. Narendera Sharma,508,200,0.0%,Socialist Unity Centre Of India (COMMUNIST)
21,Rajan Lal,504,200,0.0%,Bharatiya Republican Paksha
22,Pradesh Kumar,489,200,0.0%,Ambedkar National Congress
23,Ramesh Singh Siral,465,200,0.0%,Naya Daur Party
