x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Kavita Singh,3800,"66,255",43.7%,Janata Dal (United),
2,2,Jitendra Swami,3800,"53,033",35.0%,Bharatiya Janta Party,
3,3,Shailendra Kumar Yadav,200,"6,712",4.4%,Independent,
4,4,Ganesh Ram,200,"4,001",2.6%,Bahujan Samaj Party,
5,5,Deepak Kumar Mishra,200,"2,958",2.0%,Independent,
6,6,Jayshankar Pandit,200,"2,681",1.8%,Communist Party Of India (Marxist-Leninist) (Liberation),
7,7,Kavita Devi (PAKWALIYA),200,"1,536",1.0%,Independent,
8,8,Jay Prakash Yadav,200,"1,484",1.0%,Independent,
9,9,Ashwatthama Yadav,200,"1,117",0.7%,Garib Janta Dal (Secular),
10,10,Kavita Devi (SAWAN BIGRAH),200,822,0.5%,Independent,
11,11,Shailendr Kumar Tiwari,200,575,0.4%,Jharkhand Mukti Morcha,
12,12,Sanjiv Kumar,200,573,0.4%,Bhartiya New Sanskar Krantikari Party,
13,13,Kalawati Devi,200,546,0.4%,Shiv Sena,
14,14,Syed Iqbal Hussain,200,446,0.3%,Rashtriya Samanta Dal,
