x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Bima Bharti,8800,"50,945",28.1%,Janata Dal (United),
2,2,Prem Prakash Mandal,8800,"41,273",22.8%,Bharatiya Janta Party,
3,3,Shankar Singh,3000,"34,793",19.2%,Independent,
4,4,Savan Kumar,400,"10,426",5.8%,Communist Party Of India,
5,5,Parmanand Singh,400,"8,497",4.7%,Independent,
6,6,Vasdev Sharma,400,"4,567",2.5%,Independent,
7,7,Kiran Devi,400,"3,639",2.0%,Jan Adhikar Party (Loktantrik),
8,8,Dipak Kumar Sharma,200,"3,522",1.9%,Independent,
9,9,Ketan Kumar Singh,200,"2,757",1.5%,Bahujan Samaj Party,
10,10,Kumar Manoranjan,200,"2,746",1.5%,Independent,
11,11,Bindeshwari Sharma,200,"2,587",1.4%,Communist Party Of India (Marxist-Leninist) (Liberation),
12,12,Sanjeev Jaiswal,200,"2,402",1.3%,Independent,
13,13,Surya Narayan Singh Yadav,200,"2,043",1.1%,Independent,
14,14,Sund Kant Bhagat,200,"1,906",1.1%,Independent,
15,15,Manoj Kr.  Roy,200,"1,531",0.9%,Rashtriya Jankranti Party,
16,16,Birbal Kumar Yadav,200,"1,194",0.7%,Mithilanchal Vikas Morcha,
17,17,Roshan Kumar Ravi,200,"1,159",0.6%,Sarvajan Kalyan Loktantrik Party,
18,18,Udali Devi,200,"1,087",0.6%,Independent,
19,19,Ashok Kumar Jaiswal,200,921,0.5%,Independent,
20,20,Nityanand Gupta,200,858,0.5%,Aap Aur Hum Party,
