x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Jai Kumar Singh,64200,"64,699",43.0%,Janata Dal (United),
2,2,Rajendra Prasad Singh,64200,"62,008",41.2%,Bharatiya Janta Party,
3,3,Binod Kumar Choubey,200,"4,265",2.8%,Shiv Sena,
4,4,Sunil Kumar Paswan,200,"3,774",2.5%,Independent,
5,5,Achche Lal Ram,200,"2,769",1.8%,Communist Party Of India (Marxist-Leninist) (Liberation),
6,6,Sek Hamahatak  Alam,200,"2,757",1.8%,Independent,
7,7,Manoj Kumar Singh,200,"2,234",1.5%,Independent,
8,8,Jawahar Singh Yadav,200,"1,874",1.2%,Bahujan Samaj Party,
9,9,Raghunath Singh,200,"1,468",1.0%,Communist Party Of India,
10,10,Sanjeev Kumar,200,854,0.6%,Independent,
11,11,Lal Babu Singh,200,625,0.4%,Shoshit Samaj Dal,
12,12,Bhupesh Singh,200,597,0.4%,Independent,
13,13,Mithlesh Kumar,200,574,0.4%,Independent,
14,14,Dinesh Paswan,200,440,0.3%,Independent,
15,15,Arvind Kumar Mishra,200,271,0.2%,Independent,
16,16,Ajay Kumar Singh,200,269,0.2%,Swabhiman Party,
17,17,Kashi Nath Singh Amai,200,263,0.2%,Samajwadi Party,
