x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Vidya Sagar Singh Nishad,1600,"59,206",42.7%,Janata Dal (United),
2,2,Suresh Ray,1600,"40,390",29.2%,Bharatiya Janta Party,
3,3,Anil Kumar Sharma,200,"9,380",6.8%,Shiv Sena,
4,4,Abhay Kumar Singh,200,"5,946",4.3%,Independent,
5,5,Ramprit Paswan,200,"3,328",2.4%,Communist Party Of India,
6,6,Dinesh Kumar Sharma,200,"2,534",1.8%,Bahujan Samaj Party,
7,7,Pranav Kumar Mishra,200,"2,365",1.7%,Independent,
8,8,Sweta Kumari,200,"1,728",1.3%,Independent,
9,9,Munna Sahni,200,"1,700",1.2%,Independent,
10,10,Khalid Tanweer,200,"1,546",1.1%,Independent,
11,11,Sudhir Kumar,200,"1,431",1.0%,Independent,
12,12,Nilotpal Mrinal,200,"1,360",1.0%,Naya Daur Party,
13,13,Suchitra Sinha,200,"1,138",0.8%,Samras Samaj Party,
14,14,Md. Ziaur Rahman,200,"1,009",0.7%,Janta Dal Rashtravadi,
15,15,Balendushekhar Mangalmurty,200,669,0.5%,Independent,
16,16,Baby Kumari,200,634,0.5%,Sarvajan Kalyan Loktantrik Party,
17,17,Ravi Kumar Roy,200,478,0.4%,Garib Janta Dal (Secular),
18,18,Satyendra Kumar Ray,200,417,0.3%,Bahujan Mukti Party,
