x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Krishna Kumar Rishi,150441,"59,053",35.8%,Bharatiya Janta Party,
2,2,Sanjiv Kumar Paswan,150441,"58,345",35.4%,Rashtriya Janata Dal,
3,3,Jai Kishor Paswan,183,"7,458",4.5%,Independent,
4,4,Hari Lal Das,161,"5,803",3.5%,Jan Adhikar Party (Loktantrik),
5,5,Umesh Paswan,161,"5,672",3.4%,Jharkhand Mukti Morcha,
6,6,Dev Narayan Rajak,161,"5,507",3.3%,Independent,
7,7,Raj Kumar Raj,144,"3,745",2.3%,Communist Party Of India,
8,8,Ashok Kumar Bharti,136,"3,387",2.1%,Independent,
9,9,Savita Devi,136,"2,857",1.7%,The National Road Map Party Of India,
10,10,Satayanrayan Ram,125,"1,933",1.2%,Bahujan Samaj Party,
11,11,Ramdeo Rishideo,125,"1,749",1.1%,Nationalist Congress Party,
12,12,Shashi Kala Devi,125,"1,677",1.0%,Garib Janta Dal (Secular),
13,13,Satyanarayan Prasad Bharti,125,"1,517",0.9%,Maanavvaadi Janta Party,
14,14,Pirthi Risi,111,"1,037",0.6%,Independent,
15,15,Birndra Rajak,111,941,0.6%,Sarvajan Kalyan Loktantrik Party,
16,16,Nepolian Ram,111,934,0.6%,Rashtriya Jankranti Party,
17,17,Rajesh Paswan,111,764,0.5%,Bhartiya Jantantrik Janata Dal,
18,18,Aravind Paswan,111,612,0.4%,Bahujan Mukti Party,
