x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Suresh Kumar Sharma,1082,"95,594",55.1%,Bharatiya Janta Party,
2,2,Bijendra Chaudhary,1082,"65,855",38.0%,Janata Dal (United),
3,3,Sayed Majid Hussain,65,"1,719",1.0%,Samajwadi Party,
4,4,Suraj Kumar Singh,65,"1,356",0.8%,Communist Party Of India (Marxist-Leninist) (Liberation),
5,5,Ajay Kumar,65,"1,226",0.7%,Lok Awaz Dal,
6,6,Anand Mahto,65,"1,038",0.6%,Independent,
7,7,Dhanwanti Devi,65,"1,007",0.6%,Independent,
8,8,Anand Kumar Mahto,65,908,0.5%,Bahujan Samaj Party,
9,9,Ramdhani Mahto,65,643,0.4%,Independent,
10,10,Shivnath Sah,65,465,0.3%,Bajjikanchal Vikas Party,
11,11,Devanand Singh,65,413,0.2%,Independent,
12,12,Surendra Kumar Sharma,65,340,0.2%,Independent,
13,13,Priya Ranjan,65,304,0.2%,Sarvajan Kalyan Loktantrik Party,
14,14,Ramesh Kumar Dipu,65,288,0.2%,Garib Janta Dal (Secular),
15,15,Aman Kumar,65,269,0.2%,National Janta Party (Indian),
16,16,Manoj Kumar Yadav,65,264,0.2%,Gareeb Aadmi Party,
17,17,Ravi Ranjan,65,237,0.1%,Rashtriya Samanta Dal,
18,18,Birju Kumar Sah,65,236,0.1%,Bahujan Mukti Party,
19,19,Avinash Kumar,65,227,0.1%,Aap Aur Hum Party,
20,20,Alok Kumar,65,200,0.1%,Bharti Samudaya Party,
