x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Sanjiv Chaurasia,1800,"92,671",50.7%,Bharatiya Janta Party,
2,2,Rajeev Ranjan Prasad,1800,"67,892",37.2%,Janata Dal (United),
3,3,Uday Chandra Choudhary,200,"2,673",1.5%,Hindustan Vikas Dal,
4,4,Rajeev Ranjan Singh -Alias- Pintu Singh,200,"2,597",1.4%,Samras Samaj Party,
5,5,Pramod Kumar Nandan,200,"1,827",1.0%,Communist Party Of India,
6,6,Ranvijay Kumar,200,"1,488",0.8%,Communist Party Of India (Marxist-Leninist) (Liberation),
7,7,Sidheshwar Paswan,200,927,0.5%,Bahujan Samaj Party,
8,8,Meera Gupta,200,860,0.5%,Bhartiya Jan Hitkari Party,
9,9,Sanjay Kumar (CHITKOHRA BASTI),200,843,0.5%,Lok Awaz Dal,
10,10,Ram Prasad Chandravanshi,200,676,0.4%,Bharatiya Momin Front,
11,11,Ravindra Singh,200,657,0.4%,Aam Janata Party,
12,12,Subodh Kumar Shrivastav,200,655,0.4%,Independent,
13,13,Er. Hemant Kumar,200,634,0.4%,Independent,
14,14,Sanjeev Kumar,200,590,0.3%,Independent,
15,15,Reena Peter,200,585,0.3%,Lok Sewa Dal,
16,16,Mahendra Prasad,200,569,0.3%,National Janta Party (Indian),
17,17,Arun Kumar Singh,200,506,0.3%,Bhartiya Lokmat Rashtrwadi Party,
18,18,Suman Kumari Singh,200,503,0.3%,Independent,
19,19,Md. Danis Khan,200,435,0.2%,Garib Janta Dal (Secular),
20,20,Baby Kumari,200,390,0.2%,All India Forward Bloc,
21,21,Sita Ram Agrawal,200,389,0.2%,Independent,
22,22,Chandrawati Devi,200,354,0.2%,Bahujan Nyay Dal,
23,23,Sanjay Kumar (DIGHA GHAT),200,342,0.2%,Jawan Kisan Morcha,
24,24,Sanjay Verma,200,333,0.2%,National People's Party,
25,25,Dhananjay Kumar,200,326,0.2%,Independent,
26,26,Pramod Kumar Singh,200,253,0.1%,National Jagaran Party,
27,27,Jayshankarpandey,200,244,0.1%,Rashtra Sewa Dal,
28,28,Ashraf,200,242,0.1%,Rashtriya Samanta Dal,
29,29,Manoranjan Kumar Srivastav,200,241,0.1%,Independent,
30,30,Sunil Kumar Mishra (S. K. MISHRA),200,233,0.1%,Akhil Bharat Hindu Mahasabha,
31,31,Janti Devi,200,231,0.1%,Gareeb Aadmi Party,
