x,Position,Candidate Name,MinSample,Votes,Votes %,Party,AC
1,1,Akhiles Prasad Singh,1614,"348,596",51.3%,Rashtriya Janata Dal, AC View
2,2,Radha Mohan Singh,1614,"251,572",37.0%,Bharatiya Janta Party, AC View
3,3,Raja Ram Singh,129,"55,105",8.1%,Bahujan Samaj Party, AC View
4,4,Krishna Mohan Das,75,"6,195",0.9%,Shiv Sena, AC View
5,5,Shekhar Prasad Jaiswal,75,"5,671",0.8%,Independent, AC View
6,6,Kameshwar Prasad,75,"3,246",0.5%,Independent, AC View
7,7,Shatrughan Tiwari,75,"2,172",0.3%,Independent, AC View
8,8,Raju Kumar Gupta,75,"2,113",0.3%,Independent, AC View
9,9,Bhagwan Lal Sah,75,"1,634",0.2%,Independent, AC View
10,10,Khalid Mustafa,75,"1,494",0.2%,Independent, AC View
11,11,Bhola Sah,75,"1,292",0.2%,Independent, AC View
